Venue,Status,Sender,h_index,academic_age,paper_domain,matching_country,replied,positive_reply
Nature Communications,Unopened,nigerian,84.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,16.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Unopened,german,17.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,26.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,5.0,6.0,Health Sciences,No Match,1,1.0
Scientific Reports,Opened,nigerian,17.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,2.0,4.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,10.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,25.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,64.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,34.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,71.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,49.0,13.0,Physical Sciences,Match German,1,1.0
Scientific Reports,Unopened,pakistani_lums,27.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,27.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,14.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,18.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,22.0,11.0,Physical Sciences,Match Asian,0,0.0
Nature Communications,Unopened,nigerian,27.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,75.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,22.0,12.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,68.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,5.0,9.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,11.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,22.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,56.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,46.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,2.0,3.0,Life Sciences,Match German,0,0.0
Science Advances,Unopened,nigerian,28.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,19.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,78.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,5.0,10.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,32.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,german,16.0,11.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,66.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,9.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,62.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,german,7.0,7.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Science Advances,Opened,nigerian,23.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,115.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,34.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,,,,No Match,0,0.0
Science Advances,Opened,german,33.0,13.0,Physical Sciences,No Match,1,0.0
Nature Communications,Opened,pakistani_lums,17.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,42.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,82.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,30.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,37.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,19.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,6.0,12.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,42.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,44.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,76.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,6.0,3.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,90.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,12.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,35.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,12.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,german,,,,No Match,0,0.0
Nature Communications,Opened,german,17.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,43.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,30.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,15.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,26.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Unopened,german,1.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,68.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,35.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,18.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,24.0,13.0,Life Sciences,No Match,0,0.0
Nature Human Behaviour,Unopened,pakistani_lums,48.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,28.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,20.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,nigerian,12.0,11.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,35.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,42.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,german,6.0,8.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,88.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,german,63.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,18.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,18.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,25.0,13.0,Life Sciences,No Match,0,0.0
PNAS,Opened,nigerian,5.0,5.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,35.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,1.0,1.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,16.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,13.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,15.0,9.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,28.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,26.0,13.0,Health Sciences,No Match,1,1.0
Science Advances,Opened,german,26.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,43.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,17.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,13.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,9.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,43.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,3.0,2.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,49.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,33.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,1.0,2.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,2.0,9.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,17.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,12.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,,,,No Match,0,0.0
Nature Communications,Unopened,nigerian,25.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,german,9.0,13.0,Physical Sciences,Match German,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,11.0,7.0,Health Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,64.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,20.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,3.0,3.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,16.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,77.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,44.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,nigerian,50.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,43.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,,,,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,52.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,34.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,49.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,14.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,73.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,17.0,13.0,Health Sciences,Match German,0,0.0
Nature Communications,Opened,pakistani_nyu,88.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,16.0,10.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,62.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,76.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,96.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,1,0.0
Nature Communications,Unopened,nigerian,34.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,12.0,13.0,Health Sciences,No Match,1,1.0
Nature Communications,Opened,nigerian,19.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,24.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,9.0,9.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,12.0,10.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,3.0,9.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,27.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,german,96.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,15.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,22.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,23.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,56.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,28.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,1.0,2.0,Social Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,34.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,german,60.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,nigerian,49.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,11.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,24.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,1.0,4.0,Social Sciences,Match Asian,0,0.0
Nature Communications,Unopened,german,101.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Opened,pakistani_nyu,49.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,67.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_lums,40.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,58.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Opened,nigerian,,,,No Match,1,1.0
PNAS,Unopened,pakistani_lums,,,,No Match,0,0.0
PNAS,Unopened,german,34.0,13.0,Social Sciences,Match German,0,0.0
Scientific Reports,Opened,pakistani_lums,20.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,9.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,11.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,94.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,22.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,8.0,9.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,17.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,39.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,38.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,20.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,59.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Opened,pakistani_lums,50.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,41.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,8.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,29.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,45.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,43.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,63.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,54.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,31.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,23.0,9.0,Physical Sciences,Match German,0,0.0
Nature Communications,Unopened,german,64.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,5.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,30.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,11.0,10.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,113.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,4.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,41.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,22.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,24.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,4.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,19.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,20.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,40.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,21.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,13.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,31.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,52.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Opened,pakistani_nyu,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,38.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,124.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,28.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,9.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,6.0,7.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,german,40.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,1.0,5.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,47.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,57.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Opened,nigerian,16.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,36.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,36.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,30.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,146.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,9.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,34.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,54.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,62.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,51.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,34.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,27.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,75.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,85.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,160.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,75.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,5.0,5.0,Physical Sciences,No Match,0,0.0
