sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,32.0,30.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,45.0,18.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,18.0,22.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,31.0,32.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,59.0,
James Whitfield,England,England,Low,journal article,0,Health Sciences,25.0,19.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,27.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,68.0,34.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,64.0,37.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,32.0,43.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,66.0,27.0
James Whitfield,England,South Africa,High,final course project,1,Health Sciences,27.0,18.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,23.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,14.0,22.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,21.0,
James Whitfield,England,England,High,final course project,0,,,
James Whitfield,England,England,High,final course project,1,Health Sciences,26.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,11.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,24.0,28.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,44.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,1,Health Sciences,24.0,21.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,24.0,41.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,56.0,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,44.0,37.0
James Whitfield,England,England,High,final course project,0,Health Sciences,42.0,40.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,35.0,22.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,46.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,21.0,19.0
James Whitfield,England,England,Low,journal article,1,,,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,39.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,21.0,22.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,20.0,24.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,28.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,31.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,59.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,60.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,60.0,18.0
James Whitfield,England,England,High,final course project,0,Life Sciences,19.0,17.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,77.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,23.0,18.0
James Whitfield,England,England,High,final course project,0,Life Sciences,93.0,37.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,38.0,24.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,27.0,23.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,84.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,38.0,38.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,35.0,23.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,75.0,
Kabelo Molefe,South Africa,England,High,journal article,0,,17.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,38.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,74.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,15.0,47.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,90.0,24.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,46.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,15.0,22.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,39.0,50.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,65.0,44.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,11.0,21.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,3.0,13.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,61.0,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,25.0,25.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,18.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,15.0,17.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,89.0,
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,34.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,34.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,53.0,41.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,32.0,33.0
James Whitfield,England,England,High,journal article,0,Health Sciences,70.0,30.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,80.0,38.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,24.0,29.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,26.0,41.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,131.0,28.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,37.0,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,25.0,31.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,133.0,30.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,131.0,
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,32.0,47.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,33.0,17.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,27.0,44.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,22.0,13.0
Kabelo Molefe,South Africa,England,Low,final course project,1,Physical Sciences,55.0,38.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,36.0,23.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,46.0,49.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,50.0,35.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,41.0,27.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Life Sciences,29.0,15.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,4.0,10.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,24.0,17.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,76.0,32.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,30.0,33.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,58.0,22.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,99.0,27.0
James Whitfield,England,South Africa,High,journal article,1,Social Sciences,28.0,19.0
Kabelo Molefe,South Africa,England,High,journal article,0,,109.0,
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,3.0,12.0
James Whitfield,England,South Africa,High,journal article,1,,,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,41.0,34.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,28.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,55.0,33.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,10.0,8.0
James Whitfield,England,England,High,journal article,0,Life Sciences,49.0,41.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,18.0,23.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,27.0,36.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,6.0,11.0
James Whitfield,England,South Africa,High,journal article,1,Health Sciences,32.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,45.0,25.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,50.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,18.0,14.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,67.0,32.0
James Whitfield,England,England,Low,journal article,0,,,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,2.0,3.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,36.0,22.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,132.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,84.0,33.0
Kabelo Molefe,South Africa,England,High,final course project,0,,22.0,18.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,16.0,
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,13.0,13.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,108.0,28.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,58.0,22.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,9.0,38.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,121.0,37.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,45.0,21.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,65.0,30.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,24.0,27.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,64.0,31.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,38.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,23.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,43.0,36.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,50.0,41.0
James Whitfield,England,South Africa,Low,journal article,1,Life Sciences,32.0,21.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,16.0,24.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,44.0,29.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,57.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Social Sciences,21.0,27.0
Kabelo Molefe,South Africa,England,Low,final course project,1,,,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,121.0,37.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,88.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,89.0,40.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,43.0,32.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,60.0,27.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,56.0,25.0
James Whitfield,England,South Africa,Low,final course project,1,Health Sciences,26.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,16.0,13.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,20.0,20.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,20.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,46.0,25.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,85.0,41.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,52.0,36.0
James Whitfield,England,England,High,final course project,1,,,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,47.0,26.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,68.0,37.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,96.0,36.0
James Whitfield,England,South Africa,High,journal article,1,Physical Sciences,8.0,14.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,10.0,23.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,28.0,25.0
James Whitfield,England,England,High,journal article,0,Life Sciences,17.0,27.0
James Whitfield,England,England,Low,final course project,1,,,
James Whitfield,England,South Africa,Low,final course project,1,Life Sciences,37.0,33.0
James Whitfield,England,South Africa,High,final course project,1,,,
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Life Sciences,26.0,24.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,60.0,33.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,36.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,39.0,
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,46.0,
Kabelo Molefe,South Africa,England,High,journal article,1,Physical Sciences,61.0,32.0
